Speaker	Utterance	Emotion	Sentiment
Ross	Yeah, um, okay see, you were, you were on the list but my friend, Chandler  brought up the very good point that you are international, so I bumped you for Wynona Rider, local.	neutral	neutral
Isabella	Y'know it’s ironic...	neutral	neutral
Isabella	...because I have a list of five goofy coffee house guys and yesterday I bumped you for that guy over there.	neutral	neutral
Ross	We’re just gonna be friends.	neutral	neutral

Phoebe	Get out of here you lurker!  Go on! Get!	anger	negative
Chandler	Hey Pheebs!	joy	positive
Phoebe	Ohh! You made up!	surprise	positive
Chandler	Yeah, she couldn't live without the Chan Love.	joy	positive
Phoebe	Ohh, get a room.	disgust	negative

Phoebe	Ohh! You made up!	surprise	positive
Monica	Yeah, I couldn't be mad at him for too long.	neutral	neutral
Phoebe	Ohh, get a room.	disgust	negative
Monica	We have one.	neutral	neutral
Phoebe	I know. Use it.	disgust	negative

Monica	Yeah, I couldn't be mad at him for too long.	neutral	neutral
Chandler	Yeah, she couldn't live without the Chan Love.	joy	positive

Rachel	Oh Mon, listen I have to ask!	surprise	positive
Rachel	Okay, Joey Tribbiani invited me back to his apartment, now does he do this with a lot of girls?	neutral	neutral
Monica	Yeah, a lot. A lot, a lot!	neutral	neutral
Rachel	Ohh! And I’m one of them!! Wow! Oh, I just cannot believe this! I mean, Joey Tribbiani!	surprise	positive
Monica	Well, y’know it’s none of my business, but aren’t you married?	neutral	neutral
Rachel	Yeah. Oh I just wish we could not be married for a little bit! Y’know I just wish we could be like on a break!	anger	negative

Rachel	Ross! I think she is trying to make something happen with you to get back at me!	anger	negative
Ross	So that’s the only reason she could be here huh?	neutral	neutral
Ross	It couldn’t have anything to do with the fact that-that maybe I’m a good listener and I uh I put on a	neutral	neutral
Rachel	Ross, I am telling you that she is using you to get back at me!	anger	negative
Ross	I think I can take care of myself, I’ll talk to you later.	neutral	neutral
Ross	Good-bye.	neutral	neutral
Ross	Whoa!	surprise	positive
Ross	Uh, that was your sister actually.	neutral	neutral
Ross	She-she thinks that you’re just using me.	neutral	neutral

Ross	So that’s the only reason she could be here huh?	neutral	neutral
Ross	It couldn’t have anything to do with the fact that-that maybe I’m a good listener and I uh I put on a	neutral	neutral
Ross	I think I can take care of myself, I’ll talk to you later.	neutral	neutral
Ross	Good-bye.	neutral	neutral
Ross	Whoa!	surprise	positive
Ross	Uh, that was your sister actually.	neutral	neutral
Ross	She-she thinks that you’re just using me.	neutral	neutral
Jill	So?	neutral	neutral

Phoebe	I’m sorry.	sadness	negative
Phoebe Sr	What are you doing here?!	surprise	negative
Phoebe	I-I, came to fill your ice cube trays.	neutral	neutral
Phoebe Sr	What?!	surprise	negative
Phoebe	Umm, okay, okay, look.	neutral	neutral
Phoebe	I took this picture from your fridge.	anger	negative
Phoebe	Okay, because I know that this is my Father.	anger	negative
Phoebe	Yeah, this is Frank Buffay and you are standing right there next to him.	anger	negative
Phoebe	Now, look I deserve to know where I came from.	anger	negative
Phoebe	All right?	anger	negative
Phoebe	So if you can help me find my Father then you should!	anger	negative
Phoebe	Otherwise, you’re just mean!	anger	negative
Phoebe	So, just tell me the truth!	anger	negative
Phoebe Sr	All right, the man in the picture is Chuck Magioni.	neutral	neutral
Phoebe	My Father is Chuck Magioni?	surprise	negative
Phoebe Sr	No, no, that’s just Chuck Magioni, I-I sold him a house last year!	neutral	neutral
Phoebe Sr	And I’m very sorry, but I don’t know where your Father is, and that’s the truth.	sadness	negative
Phoebe	Oh.	sadness	negative
Phoebe Sr	But umm, you’re right.	neutral	neutral
Phoebe Sr	I think that a person should know where they come from.	neutral	neutral
Phoebe Sr	Wh-which is why I ah,  ahh,  okay.	neutral	neutral
Phoebe Sr	I’m your mother.	neutral	neutral
Phoebe	Heh?	surprise	negative
Phoebe Sr	Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...	sadness	negative

A Student	What’s happening to your accent?	surprise	negative
Ross	Come again?	surprise	negative
Ross	What’s-what’s this nonsense?	fear	negative
Ross	All right, I’m-I’m not English.	sadness	negative
Ross	I’m from Long Island.	neutral	neutral
Ross	I was really nervous and the accent just uh, just came out.	sadness	negative
Ross	I’m sorry.	sadness	negative
Ross	So, if we could just get back to the lecture.	neutral	neutral
Ross	Umm, were there any questions?	neutral	neutral
Ross	About paleontology.	neutral	neutral
Ross	All right, look I was just trying to make a good first impression.	anger	negative
Ross	Obviously, I screwed up.	sadness	negative
Ross	But what you guys think of me is really important because I’m-I’m hoping to get a permanent job here.	neutral	neutral
Ross	So if you just give me another chance to make a good impression	neutral	neutral

Ross	Come again?	surprise	negative
Ross	What’s-what’s this nonsense?	fear	negative
Ross	All right, I’m-I’m not English.	sadness	negative
Ross	I’m from Long Island.	neutral	neutral
Ross	I was really nervous and the accent just uh, just came out.	sadness	negative
Ross	I’m sorry.	sadness	negative
Ross	So, if we could just get back to the lecture.	neutral	neutral
Ross	Umm, were there any questions?	neutral	neutral
Ross	About paleontology.	neutral	neutral
Ross	All right, look I was just trying to make a good first impression.	anger	negative
Ross	Obviously, I screwed up.	sadness	negative
Ross	But what you guys think of me is really important because I’m-I’m hoping to get a permanent job here.	neutral	neutral
Ross	So if you just give me another chance to make a good impression	neutral	neutral
Rachel	Ross!! Are you crazy?! I am	anger	negative
Ross	Well, hello Rachel!	surprise	positive

Chandler	Where you going, Joe?	neutral	neutral
Joey	For a walk.	neutral	neutral
Chandler	Oh. You mind if I join you?	neutral	neutral
Joey	Actually, that will be long. You know, I really need to organize    my thoughts.	neutral	neutral
Chandler	Your thoughts? Plural?	surprise	positive
Joey	Allright, fine, I only have one thought! It's about the hot nanny,    I gotta see her!	joy	positive
Chandler	I'm afraid I can't let you do that, Joe.	neutral	neutral
Joey	Now YOU'RE telling me I can't see her??	anger	negative
Joey	You guys are killing me!	sadness	negative
Joey	She's forbidden fruit!	sadness	negative
Joey	It's like ... like she's the princess and I'm the stable    boy ... Why are you doing this, huh?	sadness	negative
Joey	Did Ross tell you not to let me go over    there?	neutral	neutral
Chandler	Yes, as a matter of fact he did, so I can't let you go.	neutral	neutral
Joey	Huh. Interesting. Now there are obstacles. Hot nanny and me against    the world. This is the kind of stuff great novels are made of.	anger	negative
Chandler	Great novels?	surprise	positive
Joey	Fine ... mediocre porn	neutral	neutral

Rachel	Okay, I think we can get the evaluation back before they see it, but we’re gonna have to get into Mr. Zelner’s office.	neutral	neutral
Rachel	Now, he doesn’t get in until 10, so he’s no problem, but his assistant, Betty, she comes in early to eat her breakfast at her desk.	neutral	neutral
Tag	That’s kinda sad.	sadness	negative
Rachel	Yeah, well Betty is kinda sad. Which is why I believe I can lure her away with these chocolates.  Now, while I distract her,	neutral	neutral
Tag	Got it!	joy	positive
Rachel	Let’s roll!	joy	positive

Rachel	Okay, I think we can get the evaluation back before they see it, but we’re gonna have to get into Mr. Zelner’s office.	neutral	neutral
Rachel	Now, he doesn’t get in until 10, so he’s no problem, but his assistant, Betty, she comes in early to eat her breakfast at her desk.	neutral	neutral
Rachel	Let’s roll!	joy	positive
Mr. Zelner	Hello Rachel, you uh, got a minute?	neutral	neutral
Rachel	Yeah, sure Mr. Zelner, for you anything—minute. Okay. Fine.  Abort the plan, abort the plan.	neutral	neutral
Mr. Zelner	Uh actually, I’d like to speak with both of you.	neutral	neutral
Rachel	Okay. Uh, well can we, can we get you anything Mr. Zelner? Maybe some chocolates?	neutral	neutral

Phoebe	Cassie, are you finding everything okay in there?	neutral	neutral
Cassie	Yeah! Thank you so much for letting me stay here.	neutral	neutral
Phoebe	Oh! No problem! I	joy	positive
Cassie	What?	surprise	positive

Hoshi	You are iron.	neutral	neutral
Hoshi	You are steel!	joy	positive
Hoshi	Let me ask you something, how come when I call your computer support line, I have to wait an hour and a half?	anger	negative
Pete	I told you, we’re adding new operators all the time. Could we concentrate on my training?	neutral	neutral

Rachel	I mean why, of all people would you want to go out with Chip?!	surprise	negative
Monica	Look, you and I went to different high schools...	neutral	neutral
Rachel	Okay, that doesn’t help me, because we went to the same high school.	neutral	neutral
Monica	You went to one where you were popular, and you got to ride off Chip’s motorcycle, and wear his letterman jacket.	neutral	neutral
Monica	I went to one where I wore a band uniform they had to have specially made.	sadness	negative
Rachel	They had to have that specially made?!	surprise	negative
Monica	It was a project for one of the Home Ec classes.	neutral	neutral
Rachel	Oh my God, they told us that was for the mascot!	surprise	negative
Monica	Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now he’s-he’s called me up and asked me out.	surprise	positive
Monica	And the fat girl inside of me really wants to go.	joy	positive
Monica	I-I owe her this.	neutral	neutral
Monica	I never let her eat.	neutral	neutral
Rachel	Oh, you go out with him.	neutral	neutral
Monica	Oh, really?!	surprise	positive
Rachel	Yeah. Just, if it’s possible, could you leave him somewhere and go have sex with another guy?	neutral	neutral
Monica	I’ll try.	neutral	neutral

Rachel	Ross, get over it! It’s not like she hates you.	anger	negative
Ross	Yeah but	sadness	negative
Rachel	Ross, she’s not weird, she just wants her stuff to be one of a kind.	neutral	neutral
Ross	Huh. Y’know what’s not one of a kind? A twin!	anger	negative
Rachel	Ooh, Phoebe’s here! Okay, let’s turn out all the lights and we’ll just watch the movie!	joy	positive

Rachel	Ooh, Phoebe’s here! Okay, let’s turn out all the lights and we’ll just watch the movie!	joy	positive
Phoebe	Okay. Hey—Ooh, cool sheets!	joy	positive
Phoebe	Sure!	joy	positive
Rachel	He got it a flea market!	joy	positive
Phoebe	You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.	disgust	negative

Phoebe	Okay. Hey—Ooh, cool sheets!	joy	positive
Ross	Oh, you like it? You wanna know where I got it?	joy	positive
Phoebe	Sure!	joy	positive

Rachel	And Joey?	neutral	neutral
Joey	How do you think she's doing?	neutral	neutral
Rachel	Am I the only one who doesn't think that she's hot? Ross?	surprise	positive

Rachel	Am I the only one who doesn't think that she's hot? Ross?	surprise	positive
Ross	Eh, I mean, I mena she's not unattractive but hot? I ....	surprise	positive
Rachel	Thank you!	joy	positive

Rachel	Thank you!	joy	positive
Chandler	Now that Rachel's gone?	neutral	neutral
Rachel	So hot I cried myself to sleep last night.	sadness	negative

Monica	Oh, god help us.	sadness	negative
Joey	What?	surprise	negative
Monica	Ugly Naked Guy's laying kitchen tile. Eww!	disgust	negative
Joey	Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.	disgust	negative
Joey	I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?	sadness	negative

Ross	So honey, this morning was fun, huh? Me hopping in on you in the shower there.	joy	positive
Carol	Yeah! And maybe someday we could get a place with two bathrooms.	joy	positive
Ross	Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little.	neutral	neutral
Carol	What do you mean?	surprise	positive
Ross	Carol our sex life is—it’s just not working	sadness	negative
Ross	Hey there little fella!	joy	positive
Ross	Hey, uh-hey, why don’t we get some shoes on ya, huh?	neutral	neutral
Ross	Hey, why don’t you show dad how you can put your shoes on, in your room!	joy	positive
Ross	Yay!	joy	positive
Ross	Yay!	joy	positive
Ross	Seriously, our sex life… I was thinking, maybe I don’t know, we could try some-some new things.	neutral	neutral
Ross	For fun?	neutral	neutral
Carol	Like what?	surprise	positive
Ross	Well I don’t know umm,  what if we were too tie each other up?	joy	positive
Ross	Umm, some people eat stuff off one another.	neutral	neutral
Ross	Nah!	disgust	negative
Ross	Umm, y’know we-we could try dirty talk?	neutral	neutral
Ross	Umm, we could, we could have a threesome.	neutral	neutral
Carol	I love that idea!	joy	positive

Ross	Carol our sex life is—it’s just not working	sadness	negative
Ross	Hey there little fella!	joy	positive
Ross	Hey, uh-hey, why don’t we get some shoes on ya, huh?	neutral	neutral
Ross	Hey, why don’t you show dad how you can put your shoes on, in your room!	joy	positive
Ross	Yay!	joy	positive
Ben	Yay!	joy	positive
Ross	Yay!	joy	positive
Ross	Seriously, our sex life… I was thinking, maybe I don’t know, we could try some-some new things.	neutral	neutral
Ross	For fun?	neutral	neutral
Ross	Well I don’t know umm,  what if we were too tie each other up?	joy	positive
Ross	Umm, some people eat stuff off one another.	neutral	neutral
Ross	Nah!	disgust	negative
Ross	Umm, y’know we-we could try dirty talk?	neutral	neutral
Ross	Umm, we could, we could have a threesome.	neutral	neutral

Rachel	So who’s idea was it to put everybody in the diner on skates?	neutral	neutral
Monica	Oh, some idiot customer put a suggestion in the suggestion box.	anger	negative

Monica	Oh, some idiot customer put a suggestion in the suggestion box.	anger	negative
Phoebe	Oh my God, they took my idea!	surprise	positive
Monica	That was you?!	surprise	negative
Phoebe	Yeah! Okay, here you go.	joy	positive

Phoebe	Yeah! Okay, here you go.	joy	positive
Gunther	Rachel, I made you a cocoa.	neutral	neutral
Phoebe	Oh my God, are you guys okay?	surprise	negative
Gunther	Are you all right?	surprise	negative

Gunther	Are you all right?	surprise	negative
Joey	Oh my.	surprise	positive

Rachel	Sit!	anger	negative
Joshua	Hi.	neutral	neutral
Rachel	Oh my gosh, Joshua!	surprise	positive

Joshua	All those things I said about not being ready	neutral	neutral
Rachel	They’re not true?	fear	negative
Joshua	No, they’re-they’re all true.	neutral	neutral
Rachel	Oh.	joy	positive
Joshua	But	neutral	neutral
Rachel	Oh! Oh, I love that but.	surprise	positive
Rachel	You wanna go inside and have some coffee?	neutral	neutral
Joshua	Yeah.	neutral	neutral
Rachel	Okay.  Every time.	neutral	neutral

Monica	What, Phoebe, did you whip the potatoes? Ross needs lumps!	anger	negative
Phoebe	Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions.	sadness	negative
Monica	Why would we do that?	surprise	negative
Phoebe	Well, 'cause then they'd be like my mom used to make them, you know, before she died.	sadness	negative
Monica	Ok, three kinds of potatoes coming up.	neutral	neutral
Phoebe	Almost never.	anger	negative
Monica	Got the keys?	neutral	neutral

Monica	Ok, three kinds of potatoes coming up.	neutral	neutral
Rachel	Ok, good-bye you guys. Thanks for everything.  Oh, sorry! Oh, sorry!	joy	positive
Monica	Got the keys?	neutral	neutral
Rachel	Ok.	neutral	neutral

Rachel	Ok, good-bye you guys. Thanks for everything.  Oh, sorry! Oh, sorry!	joy	positive
Chandler	The most unbelievable thing has happened. Underdog has just gotten away.	surprise	negative
Chandler	No, no, the actual cartoon character. Of course the balloon. It's all over the news. Right before he reached	neutral	neutral
Rachel	I can't, I gotta go.	neutral	neutral
Chandler	Come on. An 80-foot inflatable dog let loose over the city. How often does that happen?	surprise	negative

Chandler	The most unbelievable thing has happened. Underdog has just gotten away.	surprise	negative
Joey	The balloon?	neutral	neutral
Chandler	No, no, the actual cartoon character. Of course the balloon. It's all over the news. Right before he reached	neutral	neutral

Chandler	Come on. An 80-foot inflatable dog let loose over the city. How often does that happen?	surprise	negative
Phoebe	Almost never.	anger	negative

Monica	What d'you think?	neutral	neutral
Joey	Lot of things.	neutral	neutral

Joey	Lot of things.	neutral	neutral
Rachel	Which one do you think she is?	neutral	neutral

Rachel	Which one do you think she is?	neutral	neutral
Teacher	May I help you?	neutral	neutral
Teacher	You don't observe a dance class. You	neutral	neutral
Rachel	What does she mean?	neutral	neutral
Teacher	People! Last time there were some empty yoghurt containers lying around after class. Let's not have that happen again!	anger	negative
Rachel	She could be you.	neutral	neutral
Teacher	Let's get started. Five, six, a-five six seven eight...	neutral	neutral
Rachel	What? You just click when they click.	surprise	positive
Teacher	Alright people, now everyone grab a partner.	neutral	neutral

Teacher	May I help you?	neutral	neutral
Monica	Oh, no thanks, we're just here to observe.	neutral	neutral
Teacher	You don't observe a dance class. You	neutral	neutral
Monica	Okay, d'y'see anybody you think could be me?	anger	negative
Teacher	People! Last time there were some empty yoghurt containers lying around after class. Let's not have that happen again!	anger	negative
Teacher	Let's get started. Five, six, a-five six seven eight...	neutral	neutral
Monica	Okay, I'm not getting this!	anger	negative

Rachel	What does she mean?	neutral	neutral
Phoebe	I think she means  'You	neutral	neutral

Phoebe	I think she means  'You	neutral	neutral
Monica	Okay, d'y'see anybody you think could be me?	anger	negative
Monica	Okay, I'm not getting this!	anger	negative
Phoebe	I'm totally getting it!	joy	positive
Monica	Did you ever feel like sometimes you are just so unbelievably uncoordinated?	sadness	negative
Phoebe	Okay. And, my, dead, mother, says, you, are, it. I'm with Rachel.	neutral	neutral
Monica	Great. It's gym class all over again.	disgust	negative

Monica	Did you ever feel like sometimes you are just so unbelievably uncoordinated?	sadness	negative
Rachel	What? You just click when they click.	surprise	positive

Teacher	Alright people, now everyone grab a partner.	neutral	neutral
Phoebe	Okay. And, my, dead, mother, says, you, are, it. I'm with Rachel.	neutral	neutral

Rachel	I'm not crazy, right? I mean, it was never like that.	surprise	positive
Barry	Nooo, it wasn't.	neutral	neutral
Rachel	Ooh, and it's so nice having this little sink here...	joy	positive

Chandler	Oh, ain't this nice? It's so quiet, I could just lie here all day.	joy	positive
Monica	I know	neutral	neutral
Chandler	I'm so glad we've got adjoining rooms!	joy	positive
Monica	The sun is out!	joy	positive
Chandler	Hey! Remember when I had corneas?	anger	negative
Monica	Ok listen, you go down to the pool and reserve the chairs, and I'll get the magazines and the lotion.	neutral	neutral
Chandler	Ladies? Ross's speech is in 45 minutes.	neutral	neutral

Monica	I know	neutral	neutral
Rachel	Open your drapes! Open your drapes!	joy	positive

Rachel	Open your drapes! Open your drapes!	joy	positive
Chandler	I'm so glad we've got adjoining rooms!	joy	positive

Chandler	Ladies? Ross's speech is in 45 minutes.	neutral	neutral
Ross	Walls are pretty thin, guys!	anger	negative

Joey	Hi uh, I’m Joey Tribbiani and with all do respect I’d like to donate some fluids.	joy	positive
Receptionist	We’re actually at the end of one of our research cycles, so we’re not looking for applicants right now.	neutral	neutral
Joey	Oh that’s too bad. I’ve kinda been saving up.  Uh, are you sure there’s no studies I can participate in?	sadness	negative
Receptionist	Well, here’s a schedule of what’s coming up.	neutral	neutral
Joey	Thanks.  Well but this one starts now.	neutral	neutral
Receptionist	Oh that one is available now, but only identical twins are eligible. It’s a twins study.	neutral	neutral
Joey	But it’s $2,000.	surprise	positive
Receptionist	Sorry.	sadness	negative
Joey	Well how about this one? Testing the effects of Joey Tribbiani on attractive nurse receptionists.	neutral	neutral
Receptionist	We already got the results back on that on, and they’re not good.	joy	positive

Phoebe	Well, not much has changed in the last five minutes.	neutral	neutral
Monica	Yes it has! I made cookies!	joy	positive
Phoebe	Oh that’s all right. I’m still full from your homemade potato chips.	neutral	neutral
Monica	But you should eat them now because they’re hot from the oven.	joy	positive
Phoebe	Okay.	neutral	neutral
Monica	Oh-ho! But not in here! Can’t eat ‘em in bed, remember? No crumbies!	joy	positive
Phoebe	Okay, I’ll be out in a second.	neutral	neutral
Monica	Okay!	neutral	neutral
Monica	What are you doing?	neutral	neutral
Phoebe	That doesn’t lock does it?	neutral	neutral

Monica	You know, it still smells like monkey in there.	disgust	negative
Julie	That saves us a conversation.	neutral	neutral

Julie	That saves us a conversation.	neutral	neutral
Chandler	Well, listen, this has been great but I'm officially wiped.	neutral	neutral

Chandler	Well, listen, this has been great but I'm officially wiped.	neutral	neutral
Joey	Me too, we should get goin'.	neutral	neutral

Joey	Me too, we should get goin'.	neutral	neutral
Stephanie	No.	neutral	neutral

Monica	Okay, here comes another camera.	neutral	neutral
Ross	Right. No biggie. Stay loose.	neutral	neutral
Ross	Why do they keep doing that?	neutral	neutral
Monica	If we wanna get on camera, I think we have to get up on one of those platforms.	neutral	neutral
Monica	They’ve been taping those people up there all day.	neutral	neutral
Ross	Right.	neutral	neutral
Ross	Hey, what’d you guys do to get up on there?	joy	positive
Monica	Oh yeah? Well when you learned how to dance did you forget how to put on underpants?	joy	positive
Ross	Yeah!	joy	positive

Ross	Right. No biggie. Stay loose.	neutral	neutral
Ross	Why do they keep doing that?	neutral	neutral
Ross	Right.	neutral	neutral
Ross	Hey, what’d you guys do to get up on there?	joy	positive
Ross	Yeah!	joy	positive
Janine	Hey! You’re a good dancer!	surprise	positive
Janine	Like this.	neutral	neutral
Janine	That’s it, feel the rhythm. That’s better.	neutral	neutral

Janine	Hey! You’re a good dancer!	surprise	positive
Joey	Really?	surprise	positive
Janine	Yeah, well you’d be better if you just loosened your hips a little.	neutral	neutral
Joey	What do you mean?	neutral	neutral
Janine	Like this.	neutral	neutral
Janine	That’s it, feel the rhythm. That’s better.	neutral	neutral
Joey	Uh-huh.	neutral	neutral

Joey	Uh-huh.	neutral	neutral
Director	Okay, you’re dancing with that girl over there.	neutral	neutral
Joey	No-no-no-no-no we came together!	joy	positive
Director	I don’t see it.  You are dancing with the tall guy over there. Tall guy, raise your hand!	neutral	neutral
Joey	No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot.	sadness	negative
Director	Really, y’think so? I don’t..	anger	negative

Rachel	Why aren’t you home yet?!	anger	negative
Monica	Is someone there?	anger	negative
Rachel	Oh yes, it’s me! Sorry!	neutral	neutral
Rachel	Oh, he brought her back to his apartment.	neutral	neutral
Monica	Who?  Is that your sister?	surprise	negative
Rachel	Ugh, she	neutral	neutral
Monica	God, Ross is on a date with your sister! How weird is that?!	disgust	negative
Rachel	Oh my God, look-look he’s taking off her clothes!	sadness	negative

Rachel	Oh yes, it’s me! Sorry!	neutral	neutral
Chandler	What are you doing here?	neutral	neutral
Rachel	Uh, I’m just, I’m just looking out your window. At-at the view. What are you guys doing?	neutral	neutral
Chandler	We got some	neutral	neutral
Rachel	Oh, he brought her back to his apartment.	neutral	neutral
Rachel	Oh my God, look-look he’s taking off her clothes!	sadness	negative
Chandler	He’s taking off her coat!	disgust	negative
Rachel	Oh, this is just terrible.	disgust	negative

Elizabeth	Ross! Wait!	sadness	negative
Ross	Elizabeth, thank God! I was just thinking about	joy	positive
Elizabeth	You suck!!	anger	negative
Ross	What?!	anger	negative
Ross	Okay, break-up’s still on!	anger	negative

Joey	Hey.	neutral	neutral
Ross	Hey.	neutral	neutral
Joey	Look, I understand if you came by to hit me, I deserve it.	sadness	negative
Ross	No, I don’t want to hit you.	neutral	neutral
Joey	Oh what then? Kick me?	anger	negative
Ross	No.	neutral	neutral
Joey	What do I do?	surprise	positive

Katie	Well, the delivery went out to you and I realized they forgot this.	neutral	neutral
Ross	Ah, must’ve been fairly obvious since it was the only thing left in your store.	neutral	neutral
Katie	Listen, to be honest, home deliveries are really a part of my job description.	neutral	neutral
Ross	Oh.	neutral	neutral
Katie	Oh uh…I actually came here to ask you out.	fear	negative
Ross	Oh! Wow! Uh, yeah! That sounds great. I’m just gonna put this  back in my pocket, pretend	joy	positive
Katie	Sure!	joy	positive

Katie	Sure!	joy	positive
Rachel	Horny bitch.  No! You’re a horny bitch! Noooo! You’re the horny bitch! No! You’re a horny bitch!	anger	negative

Rachel	Chandler!! You have the best taste in men!	joy	positive
Chandler	Well, like father, like son.	neutral	neutral
Rachel	Patrick and I had such a great time last night! I mean I think this could maybe turn into something serious.	joy	positive
Chandler	Really?! I-I thought you weren’t looking for something serious? I thought you were looking for some kind of a fling.	surprise	positive
Rachel	Well, y'know, possibly.  You didn’t tell him that, though? Right?	fear	negative
Chandler	Ummmmmmmm, no.	neutral	neutral
Rachel	You told this guy that I was looking for a fling?! You don’t tell the guy that!	anger	negative
Rachel	Oh, between you telling him that I wanted to have a fling and me putting out on the first date—oh, he’s so gonna get the wrong idea.	sadness	negative

Chandler	Alright, so I'm back in high school, I'm standing in the middle of the cafeteria, and I realize I am totally naked.	neutral	neutral
All	Oh, yeah. Had that dream.	neutral	neutral
Chandler	Then I look down, and I realize there's a phone... there.	surprise	negative

Chandler	Then I look down, and I realize there's a phone... there.	surprise	negative
Joey	Instead of...?	surprise	negative
Chandler	That's right.	neutral	neutral
Joey	Never had that dream.	neutral	neutral

Joey	Never had that dream.	neutral	neutral
Phoebe	No.	neutral	neutral

Phoebe	No.	neutral	neutral
Chandler	All of a sudden, the phone starts to ring.	neutral	neutral

Monica	Honey! Dinner’s ready!	joy	positive
Joey	What’s my little chef got for me tonight?	joy	positive
Monica	Your favorite!	joy	positive
Joey	Ho-ho-ho,  fried stuff with cheese!	joy	positive
Monica	Yep! And lot’s of it!	joy	positive
Joey	Thanks sweetheart. Give me a little sugar here.  Okay.	joy	positive
Monica	Okay, in we go.	joy	positive
Joey	Here we go! Here we go! Here we go!  How you doin’?	joy	positive

Monica	Something went wrong with Underdog, and they couldn't get his head to inflate.	neutral	neutral
Monica	So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is.	joy	positive
Monica	Um, I've got something in my eye, uh, Joey, could we check it in the light, please?	neutral	neutral
Monica	Oh my god.	surprise	negative
Joey	What?	surprise	negative
Monica	Hello! Were we at the same table? It's like... cocktails in Appalachia.	anger	negative
Joey	Come on, they're close.	neutral	neutral
Monica	Close? She's got her tongue in his ear.	disgust	negative
Joey	Oh, like you've never gotten a little rambunctious with Ross.	neutral	neutral
Monica	Joey, this is sick, it's disgusting, it's, it's—not really true, is it?	disgust	negative
Joey	Well, who's to say what's true? I mean...	neutral	neutral
Monica	Oh my god, what were you thinking?	disgust	negative
Joey	All right, look, I'm not proud of this, ok? Well, maybe I am a little.	neutral	neutral
Monica	Oh!	surprise	negative
Joey	Ow!	surprise	negative
Monica	I'm outta here.	disgust	negative
Joey	Wait, wait, wait. You want him, I want her. He likes you.	neutral	neutral
Monica	Really?	surprise	positive
Joey	Yeah. I'm thinking, if we put our heads together, between the two of us, we can break them up.	neutral	neutral

Chandler	Hello! One marriage please!	joy	positive
Monica	Yep, we wanna get married!	joy	positive
Monica	All right.	neutral	neutral
Chandler	Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum!	joy	positive
Monica	What are you doing?	neutral	neutral
Chandler	Oh, that's	neutral	neutral
Monica	No, only because that's the graduation song.	neutral	neutral
Chandler	Okay!  This is it!  We're gonna get married!	joy	positive
Monica	Are you sure you wanna do this?	neutral	neutral

Monica	Yep, we wanna get married!	joy	positive
Monica	All right.	neutral	neutral
Monica	Are you sure you wanna do this?	neutral	neutral
Ross	Well, hello, Mrs. Ross!	joy	positive

Ross	Well, hello, Mrs. Ross!	joy	positive
Rachel	Well, hello, Mr. Rachel!	joy	positive
Rachel	Wait!  Okay!	neutral	neutral

Monica	Would you ever be a surrogate for anyone?	neutral	neutral
Rachel	It depends on who asked.	neutral	neutral
Monica	What if I asked?	neutral	neutral
Rachel	Oh, Mon, sure.	neutral	neutral
Monica	Really?	surprise	positive
Rachel	Yes.  You’re not asking are you?	surprise	positive
Monica	No.	neutral	neutral
Rachel	Yes! Totally!	joy	positive

Rachel	Yes! Totally!	joy	positive
Kathy	Oh! Thank you! Thank you! Thank you! Yes! Thank you!	joy	positive

Rachel	You…are…not going to believe it! Joshua came into work today, and guess what happened?	joy	positive
Monica	He asked you out?!	surprise	positive
Rachel	No. But I was showing him some cufflinks and I felt his pulse.	joy	positive
Monica	Saucy!	joy	positive
Rachel	What are these?	neutral	neutral
Monica	Electrical plans for the building.	neutral	neutral
Rachel	Okay, okay, okay should I be scared?	fear	negative
Monica	I know that switch does something, okay?	neutral	neutral
Monica	So-so I went down to city hall and got these.	neutral	neutral
Monica	All I had to do was pay $25 and wait in line for three hours.	sadness	negative
Rachel	Wow! If only more people knew.	surprise	positive

Janice	Uh-oh-okay. Uh-oh-okay. I know what you all are thinking. But Chandler is in	neutral	neutral
Rachel	Yeah! No that's what I was thinking.	neutral	neutral
Janice	So I'm asking you please, take a moment before you judge me.	neutral	neutral

Janice	So I'm asking you please, take a moment before you judge me.	neutral	neutral
Phoebe	Oh, nobody's judging you.	neutral	neutral
Janice	Oh! Okay!  You, Mister Right Place at the Right Time, call me!	joy	positive

Ross	There's twelve bucks I'll never see again!	disgust	negative
Rachel	All right honey, we'd better go if we wanna catch that movie.	neutral	neutral

